threshold,sensitivity,specificity,seed,level
0.97,0,1,28,asv
0.98,0,1,28,asv
0.99,0,1,28,asv
1,0,1,28,asv
0,1,0,29,asv
0.01,1,0,29,asv
0.02,1,0,29,asv
0.03,1,0,29,asv
0.04,1,0,29,asv
0.05,1,0,29,asv
0.06,1,0,29,asv
0.07,1,0,29,asv
0.08,1,0,29,asv
0.09,1,0,29,asv
0.1,1,0,29,asv
0.11,1,0,29,asv
0.12,1,0,29,asv
0.13,1,0,29,asv
0.14,1,0,29,asv
0.15,1,0,29,asv
0.16,1,0,29,asv
0.17,1,0,29,asv
0.18,1,0,29,asv
0.19,1,0,29,asv
0.2,1,0,29,asv
0.21,1,0,29,asv
0.22,1,0,29,asv
0.23,1,0,29,asv
0.24,1,0,29,asv
0.25,1,0,29,asv
0.26,0.9777777777777777,0,29,asv
0.27,0.9777777777777777,0,29,asv
0.28,0.9777777777777777,0,29,asv
0.29,0.9777777777777777,0.019230769230769232,29,asv
0.3,0.9777777777777777,0.057692307692307696,29,asv
0.31,0.9777777777777777,0.057692307692307696,29,asv
0.32,0.9777777777777777,0.057692307692307696,29,asv
0.33,0.9777777777777777,0.07692307692307693,29,asv
0.34,0.9777777777777777,0.1346153846153846,29,asv
0.35000000000000003,0.9777777777777777,0.1346153846153846,29,asv
0.36,0.9333333333333333,0.17307692307692307,29,asv
0.37,0.9333333333333333,0.25,29,asv
0.38,0.8888888888888888,0.3269230769230769,29,asv
0.39,0.8222222222222222,0.36538461538461536,29,asv
0.4,0.8222222222222222,0.4230769230769231,29,asv
0.41000000000000003,0.8,0.4807692307692308,29,asv
0.42,0.8,0.5,29,asv
0.43,0.7333333333333333,0.5192307692307693,29,asv
0.44,0.7111111111111111,0.5384615384615384,29,asv
0.45,0.7111111111111111,0.5961538461538461,29,asv
0.46,0.6666666666666666,0.6153846153846154,29,asv
0.47000000000000003,0.6666666666666666,0.6346153846153846,29,asv
0.48,0.6,0.6538461538461539,29,asv
0.49,0.5555555555555556,0.7307692307692307,29,asv
0.5,0.4888888888888889,0.75,29,asv
0.51,0.4444444444444444,0.8076923076923077,29,asv
0.52,0.4,0.8269230769230769,29,asv
0.53,0.4,0.8269230769230769,29,asv
0.54,0.3333333333333333,0.8653846153846154,29,asv
0.55,0.26666666666666666,0.9038461538461539,29,asv
0.56,0.24444444444444444,0.9423076923076923,29,asv
0.5700000000000001,0.17777777777777778,0.9615384615384616,29,asv
0.58,0.15555555555555556,0.9807692307692307,29,asv
0.59,0.15555555555555556,0.9807692307692307,29,asv
0.6,0.13333333333333333,0.9807692307692307,29,asv
0.61,0.1111111111111111,0.9807692307692307,29,asv
0.62,0.1111111111111111,0.9807692307692307,29,asv
0.63,0.1111111111111111,0.9807692307692307,29,asv
0.64,0.08888888888888889,0.9807692307692307,29,asv
0.65,0.044444444444444446,0.9807692307692307,29,asv
0.66,0.044444444444444446,0.9807692307692307,29,asv
0.67,0.044444444444444446,0.9807692307692307,29,asv
0.68,0.044444444444444446,0.9807692307692307,29,asv
0.6900000000000001,0.044444444444444446,0.9807692307692307,29,asv
0.7000000000000001,0.022222222222222223,0.9807692307692307,29,asv
0.71,0.022222222222222223,0.9807692307692307,29,asv
0.72,0.022222222222222223,1,29,asv
0.73,0.022222222222222223,1,29,asv
0.74,0.022222222222222223,1,29,asv
0.75,0,1,29,asv
0.76,0,1,29,asv
0.77,0,1,29,asv
0.78,0,1,29,asv
0.79,0,1,29,asv
0.8,0,1,29,asv
0.81,0,1,29,asv
0.8200000000000001,0,1,29,asv
0.8300000000000001,0,1,29,asv
0.84,0,1,29,asv
0.85,0,1,29,asv
0.86,0,1,29,asv
0.87,0,1,29,asv
0.88,0,1,29,asv
0.89,0,1,29,asv
0.9,0,1,29,asv
0.91,0,1,29,asv
0.92,0,1,29,asv
0.93,0,1,29,asv
0.9400000000000001,0,1,29,asv
0.9500000000000001,0,1,29,asv
0.96,0,1,29,asv
0.97,0,1,29,asv
0.98,0,1,29,asv
0.99,0,1,29,asv
1,0,1,29,asv
0,1,0,3,asv
0.01,1,0,3,asv
0.02,1,0,3,asv
0.03,1,0,3,asv
0.04,1,0,3,asv
0.05,1,0,3,asv
0.06,1,0,3,asv
0.07,1,0,3,asv
0.08,1,0,3,asv
0.09,1,0,3,asv
0.1,1,0,3,asv
0.11,1,0,3,asv
0.12,1,0,3,asv
0.13,1,0,3,asv
0.14,1,0,3,asv
0.15,1,0,3,asv
0.16,1,0,3,asv
0.17,1,0,3,asv
0.18,1,0,3,asv
0.19,1,0,3,asv
0.2,1,0,3,asv
0.21,1,0,3,asv
0.22,1,0,3,asv
0.23,1,0,3,asv
0.24,1,0,3,asv
0.25,1,0,3,asv
0.26,1,0,3,asv
0.27,1,0,3,asv
0.28,1,0,3,asv
0.29,1,0.019230769230769232,3,asv
0.3,1,0.019230769230769232,3,asv
0.31,1,0.019230769230769232,3,asv
0.32,1,0.019230769230769232,3,asv
0.33,1,0.019230769230769232,3,asv
0.34,1,0.019230769230769232,3,asv
0.35000000000000003,1,0.019230769230769232,3,asv
0.36,0.9777777777777777,0.019230769230769232,3,asv
0.37,0.9555555555555556,0.057692307692307696,3,asv
0.38,0.9333333333333333,0.1346153846153846,3,asv
0.39,0.9333333333333333,0.17307692307692307,3,asv
0.4,0.8666666666666667,0.25,3,asv
0.41000000000000003,0.8222222222222222,0.3076923076923077,3,asv
0.42,0.8222222222222222,0.36538461538461536,3,asv
0.43,0.7333333333333333,0.46153846153846156,3,asv
0.44,0.6888888888888889,0.4807692307692308,3,asv
0.45,0.6444444444444445,0.4807692307692308,3,asv
0.46,0.6222222222222222,0.5384615384615384,3,asv
0.47000000000000003,0.5777777777777777,0.5961538461538461,3,asv
0.48,0.5555555555555556,0.6346153846153846,3,asv
0.49,0.4666666666666667,0.6923076923076923,3,asv
0.5,0.4444444444444444,0.7307692307692307,3,asv
0.51,0.4222222222222222,0.75,3,asv
0.52,0.35555555555555557,0.8461538461538461,3,asv
0.53,0.28888888888888886,0.8846153846153846,3,asv
0.54,0.24444444444444444,0.8846153846153846,3,asv
0.55,0.15555555555555556,0.9038461538461539,3,asv
0.56,0.15555555555555556,0.9423076923076923,3,asv
0.5700000000000001,0.13333333333333333,0.9615384615384616,3,asv
0.58,0.13333333333333333,0.9615384615384616,3,asv
0.59,0.1111111111111111,0.9807692307692307,3,asv
0.6,0.08888888888888889,0.9807692307692307,3,asv
0.61,0.06666666666666667,0.9807692307692307,3,asv
0.62,0.06666666666666667,1,3,asv
0.63,0.06666666666666667,1,3,asv
0.64,0.06666666666666667,1,3,asv
0.65,0.06666666666666667,1,3,asv
0.66,0.022222222222222223,1,3,asv
0.67,0.022222222222222223,1,3,asv
0.68,0.022222222222222223,1,3,asv
0.6900000000000001,0.022222222222222223,1,3,asv
0.7000000000000001,0,1,3,asv
0.71,0,1,3,asv
0.72,0,1,3,asv
0.73,0,1,3,asv
0.74,0,1,3,asv
0.75,0,1,3,asv
0.76,0,1,3,asv
0.77,0,1,3,asv
0.78,0,1,3,asv
0.79,0,1,3,asv
0.8,0,1,3,asv
0.81,0,1,3,asv
0.8200000000000001,0,1,3,asv
0.8300000000000001,0,1,3,asv
0.84,0,1,3,asv
0.85,0,1,3,asv
0.86,0,1,3,asv
0.87,0,1,3,asv
0.88,0,1,3,asv
0.89,0,1,3,asv
0.9,0,1,3,asv
0.91,0,1,3,asv
0.92,0,1,3,asv
0.93,0,1,3,asv
0.9400000000000001,0,1,3,asv
0.9500000000000001,0,1,3,asv
0.96,0,1,3,asv
0.97,0,1,3,asv
0.98,0,1,3,asv
0.99,0,1,3,asv
1,0,1,3,asv
0,1,0,30,asv
0.01,1,0,30,asv
0.02,1,0,30,asv
0.03,1,0,30,asv
0.04,1,0,30,asv
0.05,1,0,30,asv
0.06,1,0,30,asv
0.07,1,0,30,asv
0.08,1,0,30,asv
0.09,1,0,30,asv
0.1,1,0,30,asv
0.11,1,0,30,asv
0.12,1,0,30,asv
0.13,1,0,30,asv
0.14,1,0,30,asv
0.15,1,0,30,asv
0.16,1,0,30,asv
0.17,1,0,30,asv
0.18,1,0,30,asv
0.19,1,0,30,asv
0.2,1,0,30,asv
0.21,1,0,30,asv
0.22,1,0,30,asv
0.23,0.9777777777777777,0,30,asv
0.24,0.9777777777777777,0,30,asv
0.25,0.9777777777777777,0,30,asv
0.26,0.9777777777777777,0,30,asv
0.27,0.9777777777777777,0,30,asv
0.28,0.9777777777777777,0.019230769230769232,30,asv
0.29,0.9777777777777777,0.019230769230769232,30,asv
0.3,0.9777777777777777,0.07692307692307693,30,asv
0.31,0.9555555555555556,0.09615384615384616,30,asv
0.32,0.9555555555555556,0.11538461538461539,30,asv
0.33,0.9555555555555556,0.11538461538461539,30,asv
0.34,0.9555555555555556,0.11538461538461539,30,asv
0.35000000000000003,0.9555555555555556,0.1346153846153846,30,asv
0.36,0.9111111111111111,0.17307692307692307,30,asv
0.37,0.8888888888888888,0.17307692307692307,30,asv
0.38,0.8888888888888888,0.17307692307692307,30,asv
0.39,0.8444444444444444,0.28846153846153844,30,asv
0.4,0.8,0.3076923076923077,30,asv
0.41000000000000003,0.8,0.36538461538461536,30,asv
0.42,0.7777777777777778,0.40384615384615385,30,asv
0.43,0.7555555555555555,0.40384615384615385,30,asv
0.44,0.7555555555555555,0.4423076923076923,30,asv
0.45,0.7111111111111111,0.5769230769230769,30,asv
0.46,0.6888888888888889,0.6730769230769231,30,asv
0.47000000000000003,0.6444444444444445,0.75,30,asv
0.48,0.6222222222222222,0.75,30,asv
0.49,0.6,0.75,30,asv
0.5,0.5777777777777777,0.7692307692307693,30,asv
0.51,0.5111111111111111,0.8076923076923077,30,asv
0.52,0.4444444444444444,0.8269230769230769,30,asv
0.53,0.4222222222222222,0.8269230769230769,30,asv
0.54,0.4222222222222222,0.8461538461538461,30,asv
0.55,0.3333333333333333,0.8653846153846154,30,asv
0.56,0.28888888888888886,0.8653846153846154,30,asv
0.5700000000000001,0.28888888888888886,0.9038461538461539,30,asv
0.58,0.2222222222222222,0.9230769230769231,30,asv
0.59,0.2222222222222222,0.9230769230769231,30,asv
0.6,0.2,0.9230769230769231,30,asv
0.61,0.17777777777777778,0.9615384615384616,30,asv
0.62,0.15555555555555556,0.9615384615384616,30,asv
0.63,0.08888888888888889,0.9615384615384616,30,asv
0.64,0.06666666666666667,0.9615384615384616,30,asv
0.65,0.06666666666666667,0.9615384615384616,30,asv
0.66,0.06666666666666667,0.9615384615384616,30,asv
0.67,0.044444444444444446,0.9615384615384616,30,asv
0.68,0.044444444444444446,0.9615384615384616,30,asv
0.6900000000000001,0.044444444444444446,0.9615384615384616,30,asv
0.7000000000000001,0.044444444444444446,0.9615384615384616,30,asv
0.71,0,0.9615384615384616,30,asv
0.72,0,0.9615384615384616,30,asv
0.73,0,0.9615384615384616,30,asv
0.74,0,0.9615384615384616,30,asv
0.75,0,0.9807692307692307,30,asv
0.76,0,1,30,asv
0.77,0,1,30,asv
0.78,0,1,30,asv
0.79,0,1,30,asv
0.8,0,1,30,asv
0.81,0,1,30,asv
0.8200000000000001,0,1,30,asv
0.8300000000000001,0,1,30,asv
0.84,0,1,30,asv
0.85,0,1,30,asv
0.86,0,1,30,asv
0.87,0,1,30,asv
0.88,0,1,30,asv
0.89,0,1,30,asv
0.9,0,1,30,asv
0.91,0,1,30,asv
0.92,0,1,30,asv
0.93,0,1,30,asv
0.9400000000000001,0,1,30,asv
0.9500000000000001,0,1,30,asv
0.96,0,1,30,asv
0.97,0,1,30,asv
0.98,0,1,30,asv
0.99,0,1,30,asv
1,0,1,30,asv
0,1,0,31,asv
0.01,1,0,31,asv
0.02,1,0,31,asv
0.03,1,0,31,asv
0.04,1,0,31,asv
0.05,1,0,31,asv
0.06,1,0,31,asv
0.07,1,0,31,asv
0.08,1,0,31,asv
0.09,1,0,31,asv
0.1,1,0,31,asv
0.11,1,0,31,asv
0.12,1,0,31,asv
0.13,1,0,31,asv
0.14,1,0,31,asv
0.15,1,0,31,asv
0.16,1,0,31,asv
0.17,1,0,31,asv
0.18,1,0,31,asv
0.19,1,0,31,asv
0.2,1,0,31,asv
0.21,1,0,31,asv
0.22,1,0,31,asv
0.23,1,0,31,asv
0.24,1,0,31,asv
0.25,1,0,31,asv
0.26,1,0,31,asv
0.27,1,0,31,asv
0.28,0.9777777777777777,0,31,asv
0.29,0.9777777777777777,0,31,asv
0.3,0.9777777777777777,0,31,asv
0.31,0.9777777777777777,0,31,asv
0.32,0.9777777777777777,0.019230769230769232,31,asv
0.33,0.9777777777777777,0.019230769230769232,31,asv
0.34,0.9777777777777777,0.019230769230769232,31,asv
0.35000000000000003,0.9555555555555556,0.038461538461538464,31,asv
0.36,0.9555555555555556,0.07692307692307693,31,asv
0.37,0.9333333333333333,0.11538461538461539,31,asv
0.38,0.9333333333333333,0.23076923076923078,31,asv
0.39,0.9111111111111111,0.25,31,asv
0.4,0.8666666666666667,0.3269230769230769,31,asv
0.41000000000000003,0.8666666666666667,0.34615384615384615,31,asv
0.42,0.8444444444444444,0.38461538461538464,31,asv
0.43,0.8222222222222222,0.46153846153846156,31,asv
0.44,0.7777777777777778,0.5384615384615384,31,asv
0.45,0.7777777777777778,0.6153846153846154,31,asv
0.46,0.7333333333333333,0.6538461538461539,31,asv
0.47000000000000003,0.7111111111111111,0.7115384615384616,31,asv
0.48,0.6666666666666666,0.7692307692307693,31,asv
0.49,0.6444444444444445,0.7884615384615384,31,asv
0.5,0.6222222222222222,0.8076923076923077,31,asv
0.51,0.5111111111111111,0.8076923076923077,31,asv
0.52,0.4666666666666667,0.8269230769230769,31,asv
0.53,0.4666666666666667,0.8653846153846154,31,asv
0.54,0.4,0.8653846153846154,31,asv
0.55,0.4,0.8653846153846154,31,asv
0.56,0.4,0.8653846153846154,31,asv
0.5700000000000001,0.35555555555555557,0.8846153846153846,31,asv
0.58,0.3333333333333333,0.9230769230769231,31,asv
0.59,0.26666666666666666,0.9423076923076923,31,asv
0.6,0.24444444444444444,0.9423076923076923,31,asv
0.61,0.15555555555555556,0.9423076923076923,31,asv
0.62,0.13333333333333333,0.9615384615384616,31,asv
0.63,0.13333333333333333,0.9615384615384616,31,asv
0.64,0.08888888888888889,0.9615384615384616,31,asv
0.65,0.044444444444444446,0.9615384615384616,31,asv
0.66,0.044444444444444446,0.9615384615384616,31,asv
0.67,0.044444444444444446,0.9615384615384616,31,asv
0.68,0.044444444444444446,0.9807692307692307,31,asv
0.6900000000000001,0.022222222222222223,1,31,asv
0.7000000000000001,0.022222222222222223,1,31,asv
0.71,0,1,31,asv
0.72,0,1,31,asv
0.73,0,1,31,asv
0.74,0,1,31,asv
0.75,0,1,31,asv
0.76,0,1,31,asv
0.77,0,1,31,asv
0.78,0,1,31,asv
0.79,0,1,31,asv
0.8,0,1,31,asv
0.81,0,1,31,asv
0.8200000000000001,0,1,31,asv
0.8300000000000001,0,1,31,asv
0.84,0,1,31,asv
0.85,0,1,31,asv
0.86,0,1,31,asv
0.87,0,1,31,asv
0.88,0,1,31,asv
0.89,0,1,31,asv
0.9,0,1,31,asv
0.91,0,1,31,asv
0.92,0,1,31,asv
0.93,0,1,31,asv
0.9400000000000001,0,1,31,asv
0.9500000000000001,0,1,31,asv
0.96,0,1,31,asv
0.97,0,1,31,asv
0.98,0,1,31,asv
0.99,0,1,31,asv
1,0,1,31,asv
0,1,0,32,asv
0.01,1,0,32,asv
0.02,1,0,32,asv
0.03,1,0,32,asv
0.04,1,0,32,asv
0.05,1,0,32,asv
0.06,1,0,32,asv
0.07,1,0,32,asv
0.08,1,0,32,asv
0.09,1,0,32,asv
0.1,1,0,32,asv
0.11,1,0,32,asv
0.12,1,0,32,asv
0.13,1,0,32,asv
0.14,1,0,32,asv
0.15,1,0,32,asv
0.16,1,0,32,asv
0.17,1,0,32,asv
0.18,1,0,32,asv
0.19,1,0,32,asv
0.2,1,0,32,asv
0.21,1,0,32,asv
0.22,1,0,32,asv
0.23,1,0,32,asv
0.24,1,0,32,asv
0.25,1,0,32,asv
0.26,1,0,32,asv
0.27,1,0,32,asv
0.28,1,0,32,asv
0.29,1,0,32,asv
0.3,1,0,32,asv
0.31,1,0.019230769230769232,32,asv
0.32,1,0.019230769230769232,32,asv
0.33,1,0.019230769230769232,32,asv
0.34,1,0.057692307692307696,32,asv
0.35000000000000003,1,0.09615384615384616,32,asv
0.36,0.9777777777777777,0.17307692307692307,32,asv
0.37,0.9777777777777777,0.17307692307692307,32,asv
0.38,0.9555555555555556,0.23076923076923078,32,asv
0.39,0.9333333333333333,0.28846153846153844,32,asv
0.4,0.8666666666666667,0.3269230769230769,32,asv
0.41000000000000003,0.8444444444444444,0.38461538461538464,32,asv
0.42,0.8222222222222222,0.46153846153846156,32,asv
0.43,0.7333333333333333,0.5961538461538461,32,asv
0.44,0.6888888888888889,0.6730769230769231,32,asv
0.45,0.6444444444444445,0.6730769230769231,32,asv
0.46,0.6,0.6730769230769231,32,asv
0.47000000000000003,0.5777777777777777,0.7115384615384616,32,asv
0.48,0.5333333333333333,0.7692307692307693,32,asv
0.49,0.4666666666666667,0.8076923076923077,32,asv
0.5,0.4444444444444444,0.8269230769230769,32,asv
0.51,0.3111111111111111,0.8461538461538461,32,asv
0.52,0.24444444444444444,0.9038461538461539,32,asv
0.53,0.2222222222222222,0.9230769230769231,32,asv
0.54,0.2,0.9423076923076923,32,asv
0.55,0.2,0.9423076923076923,32,asv
0.56,0.15555555555555556,0.9423076923076923,32,asv
0.5700000000000001,0.1111111111111111,0.9423076923076923,32,asv
0.58,0.1111111111111111,0.9423076923076923,32,asv
0.59,0.06666666666666667,0.9423076923076923,32,asv
0.6,0.044444444444444446,0.9615384615384616,32,asv
0.61,0.044444444444444446,0.9615384615384616,32,asv
0.62,0.044444444444444446,0.9615384615384616,32,asv
0.63,0.044444444444444446,0.9615384615384616,32,asv
0.64,0.044444444444444446,0.9615384615384616,32,asv
0.65,0.044444444444444446,0.9807692307692307,32,asv
0.66,0.044444444444444446,1,32,asv
0.67,0.044444444444444446,1,32,asv
0.68,0.022222222222222223,1,32,asv
0.6900000000000001,0,1,32,asv
0.7000000000000001,0,1,32,asv
0.71,0,1,32,asv
0.72,0,1,32,asv
0.73,0,1,32,asv
0.74,0,1,32,asv
0.75,0,1,32,asv
0.76,0,1,32,asv
0.77,0,1,32,asv
0.78,0,1,32,asv
0.79,0,1,32,asv
0.8,0,1,32,asv
0.81,0,1,32,asv
0.8200000000000001,0,1,32,asv
0.8300000000000001,0,1,32,asv
0.84,0,1,32,asv
0.85,0,1,32,asv
0.86,0,1,32,asv
0.87,0,1,32,asv
0.88,0,1,32,asv
0.89,0,1,32,asv
0.9,0,1,32,asv
0.91,0,1,32,asv
0.92,0,1,32,asv
0.93,0,1,32,asv
0.9400000000000001,0,1,32,asv
0.9500000000000001,0,1,32,asv
0.96,0,1,32,asv
0.97,0,1,32,asv
0.98,0,1,32,asv
0.99,0,1,32,asv
1,0,1,32,asv
0,1,0,33,asv
0.01,1,0,33,asv
0.02,1,0,33,asv
0.03,1,0,33,asv
0.04,1,0,33,asv
0.05,1,0,33,asv
0.06,1,0,33,asv
0.07,1,0,33,asv
0.08,1,0,33,asv
0.09,1,0,33,asv
0.1,1,0,33,asv
0.11,1,0,33,asv
0.12,1,0,33,asv
0.13,1,0,33,asv
0.14,1,0,33,asv
0.15,1,0,33,asv
0.16,1,0,33,asv
0.17,1,0,33,asv
0.18,1,0,33,asv
0.19,1,0,33,asv
0.2,1,0,33,asv
0.21,1,0,33,asv
0.22,1,0,33,asv
0.23,1,0,33,asv
0.24,0.9777777777777777,0,33,asv
0.25,0.9777777777777777,0,33,asv
0.26,0.9777777777777777,0.019230769230769232,33,asv
0.27,0.9777777777777777,0.038461538461538464,33,asv
0.28,0.9777777777777777,0.038461538461538464,33,asv
0.29,0.9555555555555556,0.038461538461538464,33,asv
0.3,0.9555555555555556,0.057692307692307696,33,asv
0.31,0.9555555555555556,0.057692307692307696,33,asv
0.32,0.9555555555555556,0.057692307692307696,33,asv
0.33,0.9555555555555556,0.1346153846153846,33,asv
0.34,0.9333333333333333,0.15384615384615385,33,asv
0.35000000000000003,0.9333333333333333,0.15384615384615385,33,asv
0.36,0.9333333333333333,0.19230769230769232,33,asv
0.37,0.8888888888888888,0.21153846153846154,33,asv
0.38,0.8888888888888888,0.25,33,asv
0.39,0.8444444444444444,0.36538461538461536,33,asv
0.4,0.8,0.4230769230769231,33,asv
0.41000000000000003,0.8,0.4423076923076923,33,asv
0.42,0.8,0.4423076923076923,33,asv
0.43,0.7777777777777778,0.5192307692307693,33,asv
0.44,0.7555555555555555,0.5961538461538461,33,asv
0.45,0.7555555555555555,0.6538461538461539,33,asv
0.46,0.6888888888888889,0.6730769230769231,33,asv
0.47000000000000003,0.5777777777777777,0.7115384615384616,33,asv
0.48,0.4888888888888889,0.7307692307692307,33,asv
0.49,0.4666666666666667,0.75,33,asv
0.5,0.4444444444444444,0.8076923076923077,33,asv
0.51,0.4,0.8269230769230769,33,asv
0.52,0.37777777777777777,0.8846153846153846,33,asv
0.53,0.35555555555555557,0.8846153846153846,33,asv
0.54,0.3111111111111111,0.9423076923076923,33,asv
0.55,0.28888888888888886,0.9423076923076923,33,asv
0.56,0.24444444444444444,0.9423076923076923,33,asv
0.5700000000000001,0.2222222222222222,0.9423076923076923,33,asv
0.58,0.2222222222222222,0.9423076923076923,33,asv
0.59,0.2,0.9423076923076923,33,asv
0.6,0.17777777777777778,0.9423076923076923,33,asv
0.61,0.15555555555555556,0.9423076923076923,33,asv
0.62,0.13333333333333333,0.9807692307692307,33,asv
0.63,0.13333333333333333,0.9807692307692307,33,asv
0.64,0.13333333333333333,0.9807692307692307,33,asv
0.65,0.13333333333333333,0.9807692307692307,33,asv
0.66,0.1111111111111111,0.9807692307692307,33,asv
0.67,0.06666666666666667,0.9807692307692307,33,asv
0.68,0.044444444444444446,0.9807692307692307,33,asv
0.6900000000000001,0.044444444444444446,1,33,asv
0.7000000000000001,0.022222222222222223,1,33,asv
0.71,0.022222222222222223,1,33,asv
0.72,0.022222222222222223,1,33,asv
0.73,0.022222222222222223,1,33,asv
0.74,0.022222222222222223,1,33,asv
0.75,0,1,33,asv
0.76,0,1,33,asv
0.77,0,1,33,asv
0.78,0,1,33,asv
0.79,0,1,33,asv
0.8,0,1,33,asv
0.81,0,1,33,asv
0.8200000000000001,0,1,33,asv
0.8300000000000001,0,1,33,asv
0.84,0,1,33,asv
0.85,0,1,33,asv
0.86,0,1,33,asv
0.87,0,1,33,asv
0.88,0,1,33,asv
0.89,0,1,33,asv
0.9,0,1,33,asv
0.91,0,1,33,asv
0.92,0,1,33,asv
0.93,0,1,33,asv
0.9400000000000001,0,1,33,asv
0.9500000000000001,0,1,33,asv
0.96,0,1,33,asv
0.97,0,1,33,asv
0.98,0,1,33,asv
0.99,0,1,33,asv
1,0,1,33,asv
0,1,0,34,asv
0.01,1,0,34,asv
0.02,1,0,34,asv
0.03,1,0,34,asv
0.04,1,0,34,asv
0.05,1,0,34,asv
0.06,1,0,34,asv
0.07,1,0,34,asv
0.08,1,0,34,asv
0.09,1,0,34,asv
0.1,1,0,34,asv
0.11,1,0,34,asv
0.12,1,0,34,asv
0.13,1,0,34,asv
0.14,1,0,34,asv
0.15,1,0,34,asv
0.16,1,0,34,asv
0.17,1,0,34,asv
0.18,1,0,34,asv
0.19,1,0,34,asv
0.2,1,0,34,asv
0.21,1,0,34,asv
0.22,1,0,34,asv
0.23,1,0,34,asv
0.24,1,0,34,asv
0.25,1,0,34,asv
0.26,1,0,34,asv
0.27,1,0,34,asv
0.28,0.9777777777777777,0.019230769230769232,34,asv
0.29,0.9777777777777777,0.019230769230769232,34,asv
0.3,0.9777777777777777,0.038461538461538464,34,asv
0.31,0.9777777777777777,0.038461538461538464,34,asv
0.32,0.9777777777777777,0.057692307692307696,34,asv
0.33,0.9777777777777777,0.057692307692307696,34,asv
0.34,0.9777777777777777,0.09615384615384616,34,asv
0.35000000000000003,0.9777777777777777,0.09615384615384616,34,asv
0.36,0.9333333333333333,0.1346153846153846,34,asv
0.37,0.9333333333333333,0.1346153846153846,34,asv
0.38,0.9111111111111111,0.21153846153846154,34,asv
0.39,0.8666666666666667,0.23076923076923078,34,asv
0.4,0.8222222222222222,0.23076923076923078,34,asv
0.41000000000000003,0.8,0.25,34,asv
0.42,0.7777777777777778,0.3076923076923077,34,asv
0.43,0.7333333333333333,0.3269230769230769,34,asv
0.44,0.7333333333333333,0.4423076923076923,34,asv
0.45,0.6666666666666666,0.46153846153846156,34,asv
0.46,0.6666666666666666,0.5576923076923077,34,asv
0.47000000000000003,0.6222222222222222,0.5769230769230769,34,asv
0.48,0.6,0.6153846153846154,34,asv
0.49,0.5777777777777777,0.6923076923076923,34,asv
0.5,0.5333333333333333,0.7307692307692307,34,asv
0.51,0.5111111111111111,0.7307692307692307,34,asv
0.52,0.4,0.7692307692307693,34,asv
0.53,0.3111111111111111,0.7884615384615384,34,asv
0.54,0.26666666666666666,0.8269230769230769,34,asv
0.55,0.26666666666666666,0.8269230769230769,34,asv
0.56,0.26666666666666666,0.8653846153846154,34,asv
0.5700000000000001,0.24444444444444444,0.9038461538461539,34,asv
0.58,0.2222222222222222,0.9230769230769231,34,asv
0.59,0.17777777777777778,0.9423076923076923,34,asv
0.6,0.15555555555555556,0.9807692307692307,34,asv
0.61,0.1111111111111111,0.9807692307692307,34,asv
0.62,0.08888888888888889,1,34,asv
0.63,0.08888888888888889,1,34,asv
0.64,0.08888888888888889,1,34,asv
0.65,0.08888888888888889,1,34,asv
0.66,0.06666666666666667,1,34,asv
0.67,0.044444444444444446,1,34,asv
0.68,0.022222222222222223,1,34,asv
0.6900000000000001,0,1,34,asv
0.7000000000000001,0,1,34,asv
0.71,0,1,34,asv
0.72,0,1,34,asv
0.73,0,1,34,asv
0.74,0,1,34,asv
0.75,0,1,34,asv
0.76,0,1,34,asv
0.77,0,1,34,asv
0.78,0,1,34,asv
0.79,0,1,34,asv
0.8,0,1,34,asv
0.81,0,1,34,asv
0.8200000000000001,0,1,34,asv
0.8300000000000001,0,1,34,asv
0.84,0,1,34,asv
0.85,0,1,34,asv
0.86,0,1,34,asv
0.87,0,1,34,asv
0.88,0,1,34,asv
0.89,0,1,34,asv
0.9,0,1,34,asv
0.91,0,1,34,asv
0.92,0,1,34,asv
0.93,0,1,34,asv
0.9400000000000001,0,1,34,asv
0.9500000000000001,0,1,34,asv
0.96,0,1,34,asv
0.97,0,1,34,asv
0.98,0,1,34,asv
0.99,0,1,34,asv
1,0,1,34,asv
0,1,0,35,asv
0.01,1,0,35,asv
0.02,1,0,35,asv
0.03,1,0,35,asv
0.04,1,0,35,asv
0.05,1,0,35,asv
0.06,1,0,35,asv
0.07,1,0,35,asv
0.08,1,0,35,asv
0.09,1,0,35,asv
0.1,1,0,35,asv
0.11,1,0,35,asv
0.12,1,0,35,asv
0.13,1,0,35,asv
0.14,1,0,35,asv
0.15,1,0,35,asv
0.16,1,0,35,asv
0.17,1,0,35,asv
0.18,1,0,35,asv
0.19,1,0,35,asv
0.2,1,0,35,asv
0.21,1,0,35,asv
0.22,1,0,35,asv
0.23,1,0,35,asv
0.24,1,0,35,asv
0.25,1,0.019230769230769232,35,asv
0.26,1,0.019230769230769232,35,asv
0.27,1,0.019230769230769232,35,asv
0.28,1,0.019230769230769232,35,asv
0.29,1,0.019230769230769232,35,asv
0.3,1,0.019230769230769232,35,asv
0.31,1,0.038461538461538464,35,asv
